STATEFP,PLACEFP,PLACENS,AFFGEOID,GEOID,NAME,NAMELSAD,STUSPS,STATE_NAME,LSAD,ALAND,AWATER,full_fips
39,74076,02395938,1600000US3974076,3974076,Springboro,Springboro city,OH,Ohio,25,23879694,1233,3974076
39,57386,01086224,1600000US3957386,3957386,Norwood,Norwood city,OH,Ohio,25,8140354,0,3957386
39,76106,01087019,1600000US3976106,3976106,Tallmadge,Tallmadge city,OH,Ohio,25,36364268,53250,3976106
39,84812,02393852,1600000US3984812,3984812,White Oak,White Oak CDP,OH,Ohio,57,16089269,0,3984812
41,12400,02409428,1600000US4112400,4112400,Central Point,Central Point city,OR,Oregon,25,10186284,0,4112400
41,32850,02408360,1600000US4132850,4132850,Hayesville,Hayesville CDP,OR,Oregon,57,7821745,0,4132850
42,60120,01215076,1600000US4260120,4260120,Phoenixville,Phoenixville borough,PA,Pennsylvania,21,9092167,538633,4260120
42,41432,01215473,1600000US4241432,4241432,Lansdale,Lansdale borough,PA,Pennsylvania,21,7750635,0,4241432
44,14140,01220067,1600000US4414140,4414140,Central Falls,Central Falls city,RI,Rhode Island,25,3092443,208466,4414140
45,75850,02405706,1600000US4575850,4575850,West Columbia,West Columbia city,SC,South Carolina,25,23757548,449996,4575850
45,32065,02403792,1600000US4532065,4532065,Hanahan,Hanahan city,SC,South Carolina,25,27275488,2664258,4532065
45,11833,02812966,1600000US4511833,4511833,Carolina Forest,Carolina Forest CDP,SC,South Carolina,57,43551083,1217304,4511833
45,71395,02402918,1600000US4571395,4571395,Taylors,Taylors CDP,SC,South Carolina,57,27352762,103545,4571395
45,67390,02402863,1600000US4567390,4567390,Socastee,Socastee CDP,SC,South Carolina,57,34615151,1345420,4567390
45,62395,02403501,1600000US4562395,4562395,St. Andrews,St. Andrews CDP,SC,South Carolina,57,15996561,61622,4562395
45,51280,02404397,1600000US4551280,4551280,North Myrtle Beach,North Myrtle Beach city,SC,South Carolina,25,56247083,1470365,4551280
47,22720,02403535,1600000US4722720,4722720,East Ridge,East Ridge city,TN,Tennessee,25,21450132,0,4722720
48,76672,02412191,1600000US4876672,4876672,Watauga,Watauga city,TX,Texas,25,10772051,2743,4876672
48,24348,02410443,1600000US4824348,4824348,Ennis,Ennis city,TX,Texas,25,84180163,1430254,4824348
48,03300,02409712,1600000US4803300,4803300,Anna,Anna city,TX,Texas,25,42591450,228637,4803300
48,14236,02408011,1600000US4814236,4814236,Channelview,Channelview CDP,TX,Texas,57,37320453,8623027,4814236
48,67763,02408734,1600000US4867763,4867763,Sienna,Sienna CDP,TX,Texas,57,32588064,887435,4867763
48,38476,02410166,1600000US4838476,4838476,Katy,Katy city,TX,Texas,25,37669505,76055,4838476
48,69908,02411965,1600000US4869908,4869908,Stafford,Stafford city,TX,Texas,25,18158983,85937,4869908
48,64064,02411019,1600000US4864064,4864064,Sachse,Sachse city,TX,Texas,25,25265139,300050,4864064
48,70154,02805844,1600000US4870154,4870154,Steiner Ranch,Steiner Ranch CDP,TX,Texas,57,17192588,0,4870154
48,59576,02411493,1600000US4859576,4859576,Princeton,Princeton city,TX,Texas,25,26154061,147544,4859576
48,14929,02407623,1600000US4814929,4814929,Cinco Ranch,Cinco Ranch CDP,TX,Texas,57,11682210,271787,4814929
48,27540,02408264,1600000US4827540,4827540,Fresno,Fresno CDP,TX,Texas,57,22077692,176739,4827540
48,01576,02409670,1600000US4801576,4801576,Alamo,Alamo city,TX,Texas,25,19589482,0,4801576
48,34832,02410793,1600000US4834832,4834832,Horizon City,Horizon City city,TX,Texas,25,22569150,13207,4834832
48,73057,02409324,1600000US4873057,4873057,Timberwood Park,Timberwood Park CDP,TX,Texas,57,52774079,124349,4873057
48,31328,02410669,1600000US4831328,4831328,Groves,Groves city,TX,Texas,25,13418643,37184,4831328
48,77728,02409558,1600000US4877728,4877728,West Odessa,West Odessa CDP,TX,Texas,57,160940934,223764,4877728
48,56482,02409046,1600000US4856482,4856482,Pecan Grove,Pecan Grove CDP,TX,Texas,57,21427754,377585,4856482
48,10897,02407915,1600000US4810897,4810897,Brushy Creek,Brushy Creek CDP,TX,Texas,57,16707968,110839,4810897
48,15628,02407640,1600000US4815628,4815628,Cloverleaf,Cloverleaf CDP,TX,Texas,57,7996114,2549,4815628
48,48772,02408842,1600000US4848772,4848772,Mission Bend,Mission Bend CDP,TX,Texas,57,12345407,48631,4848772
48,58904,02411472,1600000US4858904,4858904,Portland,Portland city,TX,Texas,25,32349054,6873704,4858904
48,17960,02410270,1600000US4817960,4817960,Crowley,Crowley city,TX,Texas,25,18931105,32438,4817960
48,41116,02411575,1600000US4841116,4841116,La Marque,La Marque city,TX,Texas,25,35738002,1356375,4841116
49,82930,02412220,1600000US4982930,4982930,West Haven,West Haven city,UT,Utah,25,27761329,10891,4982930
49,14290,02409486,1600000US4914290,4914290,Clinton,Clinton city,UT,Utah,25,15364412,4402,4914290
51,51192,02389475,1600000US5151192,5151192,Merrifield,Merrifield CDP,VA,Virginia,57,6989357,16021,5151192
51,87410,02584939,1600000US5187410,5187410,Woodlawn,Woodlawn CDP,VA,Virginia,57,5929386,25413,5187410
51,50568,02584878,1600000US5150568,5150568,Meadowbrook,Meadowbrook CDP,VA,Virginia,57,21108144,324076,5150568
51,31200,02389846,1600000US5131200,5131200,Glen Allen,Glen Allen CDP,VA,Virginia,57,22787450,178260,5131200
51,44280,02390037,1600000US5144280,5144280,Laurel,Laurel CDP,VA,Virginia,57,13955715,99584,5144280
51,29552,02389809,1600000US5129552,5129552,Franconia,Franconia CDP,VA,Virginia,57,9010098,15434,5129552
51,47064,02390093,1600000US5147064,5147064,Lorton,Lorton CDP,VA,Virginia,57,13796156,178670,5147064
51,68880,02389774,1600000US5168880,5168880,Rose Hill,Rose Hill CDP,VA,Virginia,57,14550485,40879,5168880
51,52658,02389498,1600000US5152658,5152658,Montclair,Montclair CDP,VA,Virginia,57,15554075,439068,5152658
51,10776,02629765,1600000US5110776,5110776,Buckhall,Buckhall CDP,VA,Virginia,57,51025118,1561258,5110776
51,09188,02584813,1600000US5109188,5109188,Brambleton,Brambleton CDP,VA,Virginia,57,14904986,132694,5109188
51,16096,02389312,1600000US5116096,5116096,Chester,Chester CDP,VA,Virginia,57,34083462,306052,5116096
51,30176,02389822,1600000US5130176,5130176,Gainesville,Gainesville CDP,VA,Virginia,57,26191553,1467773,5130176
51,04088,02389166,1600000US5104088,5104088,Bailey's Crossroads,Bailey's Crossroads CDP,VA,Virginia,57,5312933,732,5104088
51,14744,02389302,1600000US5114744,5114744,Chantilly,Chantilly CDP,VA,Virginia,57,31084301,318058,5114744
51,15176,02630624,1600000US5115176,5115176,Cherry Hill,Cherry Hill CDP,VA,Virginia,57,20209430,3603946,5115176
53,07170,02409880,1600000US5307170,5307170,Bonney Lake,Bonney Lake city,WA,Washington,25,21284938,174041,5307170
53,46685,02411137,1600000US5346685,5346685,Monroe,Monroe city,WA,Washington,25,15792003,156304,5346685
53,19630,02584969,1600000US5319630,5319630,Eastmont,Eastmont CDP,WA,Washington,57,13245575,54976,5319630
53,25475,02408258,1600000US5325475,5325475,Frederickson,Frederickson CDP,WA,Washington,57,29295192,19209,5325475
53,08552,02407916,1600000US5308552,5308552,Bryn Mawr-Skyway,Bryn Mawr-Skyway CDP,WA,Washington,57,7392125,644735,5308552
53,04475,02409796,1600000US5304475,5304475,Battle Ground,Battle Ground city,WA,Washington,25,22131190,0,5304475
53,47735,02411192,1600000US5347735,5347735,Mukilteo,Mukilteo city,WA,Washington,25,16204735,3059416,5347735
53,02585,02409732,1600000US5302585,5302585,Arlington,Arlington city,WA,Washington,25,25417391,13346,5302585
53,45865,02411108,1600000US5345865,5345865,Mill Creek,Mill Creek city,WA,Washington,25,12026761,37933,5345865
53,64365,02408740,1600000US5364365,5364365,Silverdale,Silverdale CDP,WA,Washington,57,32719917,2488973,5364365
53,43815,02408186,1600000US5343815,5343815,Martha Lake,Martha Lake CDP,WA,Washington,57,11791042,236619,5343815
54,52060,02390615,1600000US5452060,5452060,Martinsburg,Martinsburg city,WV,West Virginia,25,17173918,42877,5452060
55,51575,01583711,1600000US5551575,5551575,Middleton,Middleton city,WI,Wisconsin,25,23141164,348827,5551575
72,85326,02415075,1600000US7285326,7285326,Vega Baja,Vega Baja zona urbana,PR,Puerto Rico,62,15787231,74616,7285326
